position,predictor
1550,dx_E079
1551,dx_E08
1552,dx_E0800
1553,dx_E0801
1554,dx_E0810
1555,dx_E0811
1556,dx_E0821
1557,dx_E0822
1558,dx_E0829
1559,dx_E08311
1560,dx_E08319
1561,dx_E083499
1562,dx_E083552
1563,dx_E0836
1564,dx_E0839
1565,dx_E0840
1566,dx_E0842
1567,dx_E0843
1568,dx_E0844
1569,dx_E0849
1570,dx_E08621
1571,dx_E08649
1572,dx_E0865
1573,dx_E0869
1574,dx_E088
1575,dx_E089
1576,dx_E0900
1577,dx_E0910
1578,dx_E0921
1579,dx_E0922
1580,dx_E09319
1581,dx_E0936
1582,dx_E0939
1583,dx_E0940
1584,dx_E0942
1585,dx_E0943
1586,dx_E09621
1587,dx_E09622
1588,dx_E09628
1589,dx_E09649
1590,dx_E0965
1591,dx_E0969
1592,dx_E098
1593,dx_E099
1594,dx_E101
1595,dx_E1010
1596,dx_E1011
1597,dx_E1021
1598,dx_E1022
1599,dx_E1029
1600,dx_E10311
1601,dx_E10319
1602,dx_E103213
1603,dx_E103219
1604,dx_E103291
1605,dx_E103292
1606,dx_E103293
1607,dx_E103299
1608,dx_E103391
1609,dx_E103393
1610,dx_E103399
1611,dx_E103512
1612,dx_E103513
1613,dx_E103522
1614,dx_E103592
1615,dx_E103593
1616,dx_E103599
1617,dx_E1036
1618,dx_E1037X9
1619,dx_E1039
1620,dx_E1040
1621,dx_E1041
1622,dx_E1042
1623,dx_E1043
1624,dx_E1044
1625,dx_E1049
1626,dx_E1051
1627,dx_E1052
1628,dx_E1059
1629,dx_E10610
1630,dx_E10618
1631,dx_E10620
1632,dx_E10621
1633,dx_E10622
1634,dx_E10628
1635,dx_E10630
1636,dx_E10638
1637,dx_E1064
1638,dx_E10641
1639,dx_E10649
1640,dx_E1065
1641,dx_E1069
1642,dx_E108
1643,dx_E109
1644,dx_E10A0
1645,dx_E10A1
1646,dx_E10A2
1647,dx_E11
1648,dx_E110
1649,dx_E1100
1650,dx_E1101
1651,dx_E1110
1652,dx_E1111
1653,dx_E1121
1654,dx_E1122
1655,dx_E1129
1656,dx_E11311
1657,dx_E11319
1658,dx_E113219
1659,dx_E113292
1660,dx_E113293
1661,dx_E113299
1662,dx_E113393
1663,dx_E113493
1664,dx_E113499
1665,dx_E113519
1666,dx_E113591
1667,dx_E113592
1668,dx_E113593
1669,dx_E113599
1670,dx_E1136
1671,dx_E1137X3
1672,dx_E1139
1673,dx_E1140
1674,dx_E1141
1675,dx_E1142
1676,dx_E1143
1677,dx_E1144
1678,dx_E1149
1679,dx_E1151
1680,dx_E1152
1681,dx_E1159
1682,dx_E11610
1683,dx_E11620
1684,dx_E11621
1685,dx_E11622
1686,dx_E11628
1687,dx_E11630
1688,dx_E11638
1689,dx_E1164
1690,dx_E11641
1691,dx_E11649
1692,dx_E1165
1693,dx_E1169
1694,dx_E118
1695,dx_E119
1696,dx_E11A
1697,dx_E1300
1698,dx_E1301
1699,dx_E1310
1700,dx_E1311
1701,dx_E1321
1702,dx_E1322
1703,dx_E1329
1704,dx_E13319
1705,dx_E1336
1706,dx_E1339
1707,dx_E1340
1708,dx_E1342
1709,dx_E1343
1710,dx_E1349
1711,dx_E1351
1712,dx_E1352
1713,dx_E1359
1714,dx_E13620
1715,dx_E13621
1716,dx_E13628
1717,dx_E13649
1718,dx_E1365
1719,dx_E1369
1720,dx_E138
1721,dx_E139
1722,dx_E208
1723,dx_E20810
1724,dx_E20811
1725,dx_E20812
1726,dx_E20818
1727,dx_E20819
1728,dx_E2089
1729,dx_E209
1730,dx_E210
1731,dx_E211
1732,dx_E212
1733,dx_E213
1734,dx_E214
1735,dx_E215
1736,dx_E220
1737,dx_E222
1738,dx_E228
1739,dx_E229
1740,dx_E230
1741,dx_E232
1742,dx_E233
1743,dx_E236
1744,dx_E237
1745,dx_E240
1746,dx_E242
1747,dx_E243
1748,dx_E248
1749,dx_E249
1750,dx_E250
1751,dx_E258
1752,dx_E259
1753,dx_E2601
1754,dx_E2602
1755,dx_E2609
1756,dx_E261
1757,dx_E2681
1758,dx_E269
1759,dx_E270
1760,dx_E271
1761,dx_E2740
1762,dx_E2749
1763,dx_E275
1764,dx_E278
1765,dx_E279
1766,dx_E280
1767,dx_E281
1768,dx_E282
1769,dx_E28310
1770,dx_E28319
1771,dx_E2839
1772,dx_E288
1773,dx_E289
1774,dx_E290
1775,dx_E291
1776,dx_E298
1777,dx_E299
1778,dx_E310
1779,dx_E3120
1780,dx_E3121
1781,dx_E3122
1782,dx_E3123
1783,dx_E318
1784,dx_E319
1785,dx_E340
1786,dx_E3400
1787,dx_E3409
1788,dx_E343
1789,dx_E3430
1790,dx_E3431
1791,dx_E34321
1792,dx_E34322
1793,dx_E34328
1794,dx_E34329
1795,dx_E3439
1796,dx_E40
1797,dx_E41
1798,dx_E42
1799,dx_E43
1800,dx_E440
1801,dx_E441
1802,dx_E45
1803,dx_E46
1804,dx_E500
1805,dx_E501
1806,dx_E502
1807,dx_E503
1808,dx_E504
1809,dx_E505
1810,dx_E506
1811,dx_E507
1812,dx_E508
1813,dx_E509
1814,dx_E52
1815,dx_E530
1816,dx_E531
1817,dx_E538
1818,dx_E539
1819,dx_E54
1820,dx_E550
1821,dx_E640
1822,dx_E643
1823,dx_E6601
1824,dx_E6609
1825,dx_E661
1826,dx_E662
1827,dx_E668
1828,dx_E6681
1829,dx_E66811
1830,dx_E66812
1831,dx_E66813
1832,dx_E6689
1833,dx_E669
1834,dx_E700
1835,dx_E701
1836,dx_E7020
1837,dx_E7021
1838,dx_E7029
1839,dx_E7030
1840,dx_E70310
1841,dx_E70311
1842,dx_E70318
1843,dx_E70319
1844,dx_E70320
1845,dx_E70321
1846,dx_E70328
1847,dx_E70329
1848,dx_E70330
1849,dx_E70331
1850,dx_E70338
1851,dx_E70339
1852,dx_E7039
1853,dx_E7040
1854,dx_E7049
1855,dx_E705
1856,dx_E708
1857,dx_E7081
1858,dx_E7089
1859,dx_E709
1860,dx_E710
1861,dx_E71110
1862,dx_E71111
1863,dx_E71118
1864,dx_E71120
1865,dx_E71121
1866,dx_E71128
1867,dx_E7119
1868,dx_E712
1869,dx_E7130
1870,dx_E71310
1871,dx_E71311
1872,dx_E71312
1873,dx_E71313
1874,dx_E71314
1875,dx_E71318
1876,dx_E7132
1877,dx_E7139
1878,dx_E7140
1879,dx_E7141
1880,dx_E7142
1881,dx_E7143
1882,dx_E71440
1883,dx_E71448
1884,dx_E7150
1885,dx_E71510
1886,dx_E71511
1887,dx_E71518
1888,dx_E71520
1889,dx_E71521
1890,dx_E71522
1891,dx_E71528
1892,dx_E71529
1893,dx_E7153
1894,dx_E71540
1895,dx_E71541
1896,dx_E71542
1897,dx_E71548
1898,dx_E720
1899,dx_E7200
1900,dx_E7201
1901,dx_E7202
1902,dx_E7203
1903,dx_E7204
1904,dx_E7209
1905,dx_E7210
1906,dx_E7211
1907,dx_E7212
1908,dx_E7219
1909,dx_E7220
1910,dx_E7221
1911,dx_E7222
1912,dx_E7223
1913,dx_E7229
1914,dx_E723
1915,dx_E724
1916,dx_E7250
1917,dx_E7251
1918,dx_E7252
1919,dx_E7253
1920,dx_E72530
1921,dx_E72538
1922,dx_E72539
1923,dx_E72541
1924,dx_E72549
1925,dx_E7259
1926,dx_E728
1927,dx_E7281
1928,dx_E7289
1929,dx_E729
1930,dx_E740
1931,dx_E7400
1932,dx_E7401
1933,dx_E7402
1934,dx_E7403
1935,dx_E7404
1936,dx_E7405
1937,dx_E7409
1938,dx_E7410
1939,dx_E7411
1940,dx_E7412
1941,dx_E7419
1942,dx_E7420
1943,dx_E7421
1944,dx_E7429
1945,dx_E7431
1946,dx_E7439
1947,dx_E744
1948,dx_E748
1949,dx_E74810
1950,dx_E74818
1951,dx_E74819
1952,dx_E74820
1953,dx_E74829
1954,dx_E7489
1955,dx_E749
1956,dx_E7500
1957,dx_E7501
1958,dx_E7502
1959,dx_E7509
1960,dx_E7510
1961,dx_E7511
1962,dx_E7519
1963,dx_E7521
1964,dx_E7522
1965,dx_E7523
1966,dx_E75240
1967,dx_E75241
1968,dx_E75242
1969,dx_E75243
1970,dx_E75244
1971,dx_E75248
1972,dx_E75249
1973,dx_E7525
1974,dx_E7526
1975,dx_E7527
1976,dx_E7528
1977,dx_E7529
1978,dx_E753
1979,dx_E754
1980,dx_E755
1981,dx_E756
1982,dx_E7601
1983,dx_E7602
1984,dx_E7603
1985,dx_E761
1986,dx_E76210
1987,dx_E76211
1988,dx_E76219
1989,dx_E7622
1990,dx_E7629
1991,dx_E763
1992,dx_E768
1993,dx_E769
1994,dx_E770
1995,dx_E771
1996,dx_E778
1997,dx_E779
1998,dx_E780
1999,dx_E7800
2000,dx_E7801
2001,dx_E78010
2002,dx_E78011
2003,dx_E78019
2004,dx_E781
2005,dx_E782
2006,dx_E783
2007,dx_E784
2008,dx_E7841
2009,dx_E7849
2010,dx_E785
2011,dx_E786
2012,dx_E7870
2013,dx_E7871
2014,dx_E7872
2015,dx_E7879
2016,dx_E7881
2017,dx_E7889
2018,dx_E789
2019,dx_E790
2020,dx_E791
2021,dx_E792
2022,dx_E798
2023,dx_E7981
2024,dx_E7982
2025,dx_E7989
2026,dx_E799
2027,dx_E800
2028,dx_E8020
2029,dx_E8029
2030,dx_E803
2031,dx_E804
2032,dx_E805
2033,dx_E806
2034,dx_E807
2035,dx_E8300
2036,dx_E8301
2037,dx_E8309
2038,dx_E8310
2039,dx_E8311
2040,dx_E83110
2041,dx_E83111
2042,dx_E83118
2043,dx_E83119
2044,dx_E8319
2045,dx_E832
2046,dx_E8330
2047,dx_E8331
2048,dx_E8332
2049,dx_E8339
2050,dx_E8340
2051,dx_E8341
2052,dx_E8342
2053,dx_E8349
2054,dx_E8350
2055,dx_E8351
2056,dx_E8352
2057,dx_E8359
2058,dx_E8381
2059,dx_E83820
2060,dx_E83821
2061,dx_E83824
2062,dx_E8389
2063,dx_E839
2064,dx_E84
2065,dx_E840
2066,dx_E841
2067,dx_E8411
2068,dx_E8419
2069,dx_E848
2070,dx_E849
2071,dx_E850
2072,dx_E851
2073,dx_E852
2074,dx_E853
2075,dx_E854
2076,dx_E8581
2077,dx_E8582
2078,dx_E8589
2079,dx_E859
2080,dx_E8722
2081,dx_E8801
2082,dx_E8802
2083,dx_E8809
2084,dx_E881
2085,dx_E8810
2086,dx_E8811
2087,dx_E8812
2088,dx_E8813
2089,dx_E8819
2090,dx_E882
2091,dx_E883
2092,dx_E8840
2093,dx_E8841
2094,dx_E8842
2095,dx_E8843
2096,dx_E8849
2097,dx_E8881
2098,dx_E88810
2099,dx_E88811
2100,dx_E88818
2101,dx_E88819
2102,dx_E8882
2103,dx_E8889
2104,dx_E889
2105,dx_E88A
2106,dx_E890
2107,dx_E8940
2108,dx_E8941
2109,dx_E895
2110,dx_F0150
2111,dx_F0151
2112,dx_F01511
2113,dx_F01518
2114,dx_F01A0
2115,dx_F01B0
2116,dx_F0280
2117,dx_F0281
2118,dx_F02811
2119,dx_F02818
2120,dx_F0282
2121,dx_F0283
2122,dx_F0284
2123,dx_F02A0
2124,dx_F02A18
2125,dx_F02A3
2126,dx_F02A4
2127,dx_F02B0
2128,dx_F02B18
2129,dx_F02B3
2130,dx_F02C0
2131,dx_F02C11
2132,dx_F02C18
2133,dx_F02C3
2134,dx_F0390
2135,dx_F0391
2136,dx_F03911
2137,dx_F03918
2138,dx_F0392
2139,dx_F0393
2140,dx_F0394
2141,dx_F03A0
2142,dx_F03A4
2143,dx_F03B0
2144,dx_F03B18
2145,dx_F04
2146,dx_F05
2147,dx_F060
2148,dx_F061
2149,dx_F062
2150,dx_F0630
2151,dx_F0631
2152,dx_F0632
2153,dx_F0633
2154,dx_F0634
2155,dx_F064
2156,dx_F067
2157,dx_F0670
2158,dx_F0671
2159,dx_F068
2160,dx_F070
2161,dx_F1010
2162,dx_F1011
2163,dx_F10120
2164,dx_F10121
2165,dx_F10129
2166,dx_F10130
2167,dx_F10139
2168,dx_F1014
2169,dx_F10151
2170,dx_F10180
2171,dx_F10182
2172,dx_F10188
2173,dx_F1019
2174,dx_F1020
2175,dx_F1021
2176,dx_F10220
2177,dx_F10221
2178,dx_F10229
2179,dx_F10230
2180,dx_F10231
2181,dx_F10232
2182,dx_F10239
2183,dx_F1024
2184,dx_F10282
2185,dx_F10288
2186,dx_F1029
2187,dx_F1094
2188,dx_F10951
2189,dx_F10959
2190,dx_F1096
2191,dx_F1097
2192,dx_F10980
2193,dx_F1110
2194,dx_F1111
2195,dx_F11120
2196,dx_F11121
2197,dx_F11129
2198,dx_F1113
2199,dx_F11151
2200,dx_F1119
2201,dx_F1120
2202,dx_F1121
2203,dx_F11220
2204,dx_F11221
2205,dx_F11229
2206,dx_F1123
2207,dx_F1124
2208,dx_F11288
2209,dx_F1129
2210,dx_F11951
2211,dx_F11959
2212,dx_F1210
2213,dx_F1211
2214,dx_F12120
2215,dx_F12121
2216,dx_F12122
2217,dx_F12129
2218,dx_F1213
2219,dx_F12150
2220,dx_F12151
2221,dx_F12159
2222,dx_F12180
2223,dx_F12188
2224,dx_F1219
2225,dx_F1220
2226,dx_F1221
2227,dx_F12220
2228,dx_F12221
2229,dx_F12222
2230,dx_F12229
2231,dx_F1223
2232,dx_F12250
2233,dx_F12251
2234,dx_F12259
2235,dx_F12280
2236,dx_F12288
2237,dx_F1229
2238,dx_F12950
2239,dx_F12951
2240,dx_F12959
2241,dx_F1310
2242,dx_F1311
2243,dx_F13120
2244,dx_F13121
2245,dx_F13129
2246,dx_F13130
2247,dx_F13131
2248,dx_F13132
2249,dx_F13139
2250,dx_F1314
2251,dx_F13151
2252,dx_F13180
2253,dx_F13188
2254,dx_F1319
2255,dx_F1320
2256,dx_F1321
2257,dx_F13220
2258,dx_F13221
2259,dx_F13229
2260,dx_F13230
2261,dx_F13231
2262,dx_F13232
2263,dx_F13239
2264,dx_F13259
2265,dx_F13282
2266,dx_F13288
2267,dx_F1329
2268,dx_F13950
2269,dx_F13951
2270,dx_F1410
2271,dx_F1411
2272,dx_F14120
2273,dx_F14121
2274,dx_F14122
2275,dx_F14129
2276,dx_F1413
2277,dx_F1414
2278,dx_F14151
2279,dx_F1419
2280,dx_F1420
2281,dx_F1421
2282,dx_F14220
2283,dx_F1423
2284,dx_F14259
2285,dx_F14288
2286,dx_F14951
2287,dx_F14959
2288,dx_F1510
2289,dx_F1511
2290,dx_F15120
2291,dx_F15121
2292,dx_F15122
2293,dx_F15129
2294,dx_F1513
2295,dx_F1514
2296,dx_F15150
2297,dx_F15151
2298,dx_F15159
2299,dx_F15180
2300,dx_F15182
2301,dx_F15188
2302,dx_F1519
2303,dx_F1520
2304,dx_F1521
2305,dx_F15222
2306,dx_F15229
2307,dx_F1523
2308,dx_F15251
2309,dx_F15259
2310,dx_F1529
2311,dx_F15950
2312,dx_F15951
2313,dx_F15959
2314,dx_F1610
2315,dx_F1611
2316,dx_F16120
2317,dx_F16121
2318,dx_F16122
2319,dx_F16129
2320,dx_F1614
2321,dx_F16150
2322,dx_F16159
2323,dx_F16188
2324,dx_F1620
2325,dx_F1621
2326,dx_F16221
2327,dx_F16229
2328,dx_F16283
2329,dx_F16950
2330,dx_F16951
2331,dx_F16959
2332,dx_F1810
2333,dx_F1811
2334,dx_F18121
2335,dx_F18129
2336,dx_F18188
2337,dx_F1820
2338,dx_F1910
2339,dx_F1911
2340,dx_F19120
2341,dx_F19121
2342,dx_F19122
2343,dx_F19129
2344,dx_F19130
2345,dx_F19132
2346,dx_F19139
2347,dx_F1914
2348,dx_F19150
2349,dx_F19151
2350,dx_F19159
2351,dx_F19180
2352,dx_F19182
2353,dx_F19188
2354,dx_F1919
2355,dx_F1920
2356,dx_F1921
2357,dx_F19221
2358,dx_F19222
2359,dx_F19229
2360,dx_F19230
2361,dx_F19231
2362,dx_F19232
2363,dx_F19239
2364,dx_F1924
2365,dx_F19251
2366,dx_F19259
2367,dx_F19280
2368,dx_F19282
2369,dx_F19288
2370,dx_F1929
2371,dx_F19950
2372,dx_F19951
2373,dx_F19959
2374,dx_F200
2375,dx_F201
2376,dx_F202
2377,dx_F203
2378,dx_F205
2379,dx_F2081
2380,dx_F2089
2381,dx_F209
2382,dx_F21
2383,dx_F22
2384,dx_F23
2385,dx_F24
2386,dx_F250
2387,dx_F251
2388,dx_F258
2389,dx_F259
2390,dx_F28
2391,dx_F29
2392,dx_F3010
2393,dx_F3011
2394,dx_F3012
2395,dx_F3013
2396,dx_F302
2397,dx_F303
2398,dx_F304
2399,dx_F308
2400,dx_F309
2401,dx_F310
2402,dx_F3110
2403,dx_F3111
2404,dx_F3112
2405,dx_F3113
2406,dx_F312
2407,dx_F3130
2408,dx_F3131
2409,dx_F3132
2410,dx_F314
2411,dx_F315
2412,dx_F3160
2413,dx_F3161
2414,dx_F3162
2415,dx_F3163
2416,dx_F3164
2417,dx_F3170
2418,dx_F3171
2419,dx_F3172
2420,dx_F3173
2421,dx_F3174
2422,dx_F3175
2423,dx_F3176
2424,dx_F3177
2425,dx_F3178
2426,dx_F3181
2427,dx_F3189
2428,dx_F319
2429,dx_F320
2430,dx_F321
2431,dx_F322
2432,dx_F323
2433,dx_F324
2434,dx_F325
2435,dx_F328
2436,dx_F3281
2437,dx_F3289
2438,dx_F329
2439,dx_F32A
2440,dx_F33
2441,dx_F330
2442,dx_F331
2443,dx_F332
2444,dx_F333
2445,dx_F334
2446,dx_F3340
2447,dx_F3341
2448,dx_F3342
2449,dx_F338
2450,dx_F339
2451,dx_F340
2452,dx_F341
2453,dx_F348
2454,dx_F3481
2455,dx_F3489
2456,dx_F349
2457,dx_F39
2458,dx_F4000
2459,dx_F4001
2460,dx_F4002
2461,dx_F4010
2462,dx_F4011
2463,dx_F40210
2464,dx_F40218
2465,dx_F40220
2466,dx_F40228
2467,dx_F40230
2468,dx_F40231
2469,dx_F40232
2470,dx_F40233
2471,dx_F4024
2472,dx_F40240
2473,dx_F40241
2474,dx_F40243
2475,dx_F40248
2476,dx_F40298
2477,dx_F408
2478,dx_F409
2479,dx_F410
2480,dx_F411
2481,dx_F413
2482,dx_F418
2483,dx_F419
2484,dx_F429
2485,dx_F4310
2486,dx_F4320
2487,dx_F4321
2488,dx_F4322
2489,dx_F4323
2490,dx_F4324
2491,dx_F4325
2492,dx_F4329
2493,dx_F4381
2494,dx_F444
2495,dx_F445
2496,dx_F446
2497,dx_F447
2498,dx_F4481
2499,dx_F4489
2500,dx_F449
2501,dx_F450
2502,dx_F4521
2503,dx_F4522
2504,dx_F500
2505,dx_F5000
2506,dx_F5001
2507,dx_F50010
2508,dx_F50011
2509,dx_F50012
2510,dx_F50013
2511,dx_F50014
2512,dx_F50019
2513,dx_F5002
2514,dx_F50020
2515,dx_F50021
2516,dx_F50022
2517,dx_F50023
2518,dx_F50024
2519,dx_F50029
2520,dx_F502
2521,dx_F5020
2522,dx_F5021
2523,dx_F5022
2524,dx_F5023
2525,dx_F5024
2526,dx_F5025
2527,dx_F5081
2528,dx_F50810
2529,dx_F50811
2530,dx_F50812
2531,dx_F50813
2532,dx_F50814
2533,dx_F50819
2534,dx_F600
2535,dx_F601
2536,dx_F602
2537,dx_F603
2538,dx_F604
2539,dx_F605
2540,dx_F606
2541,dx_F607
2542,dx_F6081
2543,dx_F6089
2544,dx_F609
2545,dx_F630
2546,dx_F631
2547,dx_F632
2548,dx_F633
2549,dx_F638
2550,dx_F6381
2551,dx_F6389
2552,dx_F639
2553,dx_F640
2554,dx_F641
2555,dx_F642
2556,dx_F648
2557,dx_F649
2558,dx_F6812
2559,dx_F70
2560,dx_F71
2561,dx_F72
2562,dx_F73
2563,dx_F78
2564,dx_F78A
2565,dx_F78A1
2566,dx_F78A9
2567,dx_F79
2568,dx_F80
2569,dx_F800
2570,dx_F801
2571,dx_F802
2572,dx_F804
2573,dx_F808
2574,dx_F8081
2575,dx_F8082
2576,dx_F8089
2577,dx_F809
2578,dx_F81
2579,dx_F810
2580,dx_F812
2581,dx_F818
2582,dx_F8181
2583,dx_F8189
2584,dx_F819
2585,dx_F82
2586,dx_F840
2587,dx_F842
2588,dx_F843
2589,dx_F845
2590,dx_F848
2591,dx_F849
2592,dx_F88
2593,dx_F89
2594,dx_F90
2595,dx_F900
2596,dx_F901
2597,dx_F902
2598,dx_F908
2599,dx_F909
2600,dx_F911
2601,dx_F912
2602,dx_F913
2603,dx_F918
2604,dx_F919
2605,dx_F930
2606,dx_F938
2607,dx_F939
2608,dx_F951
2609,dx_F952
2610,dx_F981
2611,dx_F982
2612,dx_F9821
2613,dx_F9829
2614,dx_F989
2615,dx_G041
2616,dx_G0430
2617,dx_G0431
2618,dx_G0432
2619,dx_G0439
2620,dx_G08
2621,dx_G09
2622,dx_G10
2623,dx_G110
2624,dx_G111
2625,dx_G1110
2626,dx_G1111
2627,dx_G1119
2628,dx_G112
2629,dx_G113
2630,dx_G114
2631,dx_G115
2632,dx_G116
2633,dx_G118
2634,dx_G119
2635,dx_G120
2636,dx_G121
2637,dx_G1220
2638,dx_G1221
2639,dx_G1222
2640,dx_G1223
2641,dx_G1224
2642,dx_G1225
2643,dx_G1229
2644,dx_G128
2645,dx_G129
2646,dx_G130
2647,dx_G131
2648,dx_G138
2649,dx_G14
2650,dx_G20
2651,dx_G20A1
2652,dx_G20B1
2653,dx_G20B2
2654,dx_G20C
2655,dx_G210
2656,dx_G2111
2657,dx_G2119
2658,dx_G212
2659,dx_G213
2660,dx_G218
2661,dx_G219
2662,dx_G230
2663,dx_G231
2664,dx_G232
2665,dx_G233
2666,dx_G238
2667,dx_G239
2668,dx_G2402
2669,dx_G2409
2670,dx_G241
2671,dx_G242
2672,dx_G248
2673,dx_G253
2674,dx_G254
2675,dx_G255
2676,dx_G2570
2677,dx_G2571
2678,dx_G2579
2679,dx_G2581
2680,dx_G2582
2681,dx_G2583
2682,dx_G2589
2683,dx_G259
2684,dx_G26
2685,dx_G300
2686,dx_G309
2687,dx_G3101
2688,dx_G3109
2689,dx_G311
2690,dx_G312
2691,dx_G318
2692,dx_G3180
2693,dx_G3181
2694,dx_G3182
2695,dx_G3183
2696,dx_G3184
2697,dx_G3185
2698,dx_G3186
2699,dx_G3187
2700,dx_G3189
2701,dx_G319
2702,dx_G320
2703,dx_G3281
2704,dx_G3289
2705,dx_G35
2706,dx_G35A
2707,dx_G35B0
2708,dx_G35B1
2709,dx_G35D
2710,dx_G360
2711,dx_G361
2712,dx_G368
2713,dx_G369
2714,dx_G370
2715,dx_G371
2716,dx_G372
2717,dx_G373
2718,dx_G374
2719,dx_G375
2720,dx_G378
2721,dx_G3781
2722,dx_G3789
2723,dx_G379
2724,dx_G40
2725,dx_G400
2726,dx_G40001
2727,dx_G40009
2728,dx_G40011
2729,dx_G40019
2730,dx_G40101
2731,dx_G40109
2732,dx_G4011
2733,dx_G40111
2734,dx_G40119
2735,dx_G402
2736,dx_G40201
2737,dx_G40209
2738,dx_G4021
2739,dx_G40211
2740,dx_G40219
2741,dx_G40301
2742,dx_G40309
2743,dx_G40311
2744,dx_G40319
2745,dx_G404
2746,dx_G40401
2747,dx_G40409
2748,dx_G4041
2749,dx_G40411
2750,dx_G40419
2751,dx_G4042
2752,dx_G405
2753,dx_G40501
2754,dx_G40509
2755,dx_G4080
2756,dx_G40801
2757,dx_G40802
2758,dx_G40803
2759,dx_G40804
2760,dx_G4081
2761,dx_G40811
2762,dx_G40812
2763,dx_G40813
2764,dx_G40814
2765,dx_G4082
2766,dx_G40821
2767,dx_G40822
2768,dx_G40823
2769,dx_G40824
2770,dx_G4083
2771,dx_G40833
2772,dx_G40834
2773,dx_G40841
2774,dx_G40842
2775,dx_G40843
2776,dx_G40844
2777,dx_G4089
2778,dx_G409
2779,dx_G4090
2780,dx_G40901
2781,dx_G40909
2782,dx_G4091
2783,dx_G40911
2784,dx_G40919
2785,dx_G40A
2786,dx_G40A01
2787,dx_G40A09
2788,dx_G40A11
2789,dx_G40A19
2790,dx_G40B01
2791,dx_G40B09
2792,dx_G40B11
2793,dx_G40B19
2794,dx_G40C01
2795,dx_G40C09
2796,dx_G40C11
2797,dx_G40C19
2798,dx_G43E01
2799,dx_G43E09
2800,dx_G43E11
2801,dx_G43E19
2802,dx_G450
2803,dx_G451
2804,dx_G453
2805,dx_G454
2806,dx_G458
2807,dx_G459
2808,dx_G460
2809,dx_G461
2810,dx_G462
2811,dx_G463
2812,dx_G464
2813,dx_G465
2814,dx_G467
2815,dx_G468
2816,dx_G4730
2817,dx_G4731
2818,dx_G4733
2819,dx_G4734
2820,dx_G4735
2821,dx_G4736
2822,dx_G4737
2823,dx_G4739
2824,dx_G474
2825,dx_G4741
2826,dx_G47411
2827,dx_G47419
2828,dx_G4742
2829,dx_G47421
2830,dx_G47429
2831,dx_G50
2832,dx_G500
2833,dx_G501
2834,dx_G508
2835,dx_G509
2836,dx_G510
2837,dx_G511
2838,dx_G512
2839,dx_G518
2840,dx_G519
2841,dx_G520
2842,dx_G521
2843,dx_G522
2844,dx_G523
2845,dx_G527
2846,dx_G528
2847,dx_G529
2848,dx_G540
2849,dx_G541
2850,dx_G542
2851,dx_G543
2852,dx_G544
2853,dx_G545
2854,dx_G546
2855,dx_G547
2856,dx_G548
2857,dx_G549
2858,dx_G5600
2859,dx_G5601
2860,dx_G5602
2861,dx_G5603
2862,dx_G5610
2863,dx_G5611
2864,dx_G5612
2865,dx_G5613
2866,dx_G5620
2867,dx_G5621
2868,dx_G5622
2869,dx_G5623
2870,dx_G5630
2871,dx_G5631
2872,dx_G5632
2873,dx_G5640
2874,dx_G5641
2875,dx_G5642
2876,dx_G5643
2877,dx_G5680
2878,dx_G5681
2879,dx_G5682
2880,dx_G5683
2881,dx_G5690
2882,dx_G5691
2883,dx_G5692
2884,dx_G5693
2885,dx_G5700
2886,dx_G5701
2887,dx_G5702
2888,dx_G5703
2889,dx_G5710
2890,dx_G5711
2891,dx_G5712
2892,dx_G5713
2893,dx_G5720
2894,dx_G5721
2895,dx_G5722
2896,dx_G5723
2897,dx_G5730
2898,dx_G5731
2899,dx_G5732
2900,dx_G5733
2901,dx_G5740
2902,dx_G5741
2903,dx_G5742
2904,dx_G5743
2905,dx_G5750
2906,dx_G5751
2907,dx_G5752
2908,dx_G5753
2909,dx_G5761
2910,dx_G5762
2911,dx_G5763
2912,dx_G5770
2913,dx_G5771
2914,dx_G5772
2915,dx_G5773
2916,dx_G5780
2917,dx_G5781
2918,dx_G5782
2919,dx_G5783
2920,dx_G5790
2921,dx_G5791
2922,dx_G5792
2923,dx_G5793
2924,dx_G587
2925,dx_G588
2926,dx_G589
2927,dx_G600
2928,dx_G601
2929,dx_G602
2930,dx_G603
2931,dx_G608
2932,dx_G609
2933,dx_G611
2934,dx_G6181
2935,dx_G6182
2936,dx_G6189
2937,dx_G619
2938,dx_G620
2939,dx_G621
2940,dx_G622
2941,dx_G6289
2942,dx_G629
2943,dx_G63
2944,dx_G650
2945,dx_G652
2946,dx_G7000
2947,dx_G7001
2948,dx_G701
2949,dx_G702
2950,dx_G7080
2951,dx_G7081
2952,dx_G7089
2953,dx_G709
2954,dx_G710
2955,dx_G7100
2956,dx_G7101
2957,dx_G7102
2958,dx_G71031
2959,dx_G71032
2960,dx_G71033
2961,dx_G710340
2962,dx_G710341
2963,dx_G710342
2964,dx_G710349
2965,dx_G71035
2966,dx_G71036
2967,dx_G71038
2968,dx_G71039
2969,dx_G7109
2970,dx_G7111
2971,dx_G7112
2972,dx_G7113
2973,dx_G7114
2974,dx_G7119
2975,dx_G712
2976,dx_G7120
2977,dx_G7121
2978,dx_G7122
2979,dx_G71220
2980,dx_G71228
2981,dx_G7129
2982,dx_G713
2983,dx_G718
2984,dx_G719
2985,dx_G720
2986,dx_G721
2987,dx_G722
